Number of occurrences (+-),POS,Lemma,Morph,Morph corrected phonetics,Gloss,замечания (ОТВЕТ НА НЕГО ПИШИТЕ КОММЕНТАРИЕМ К ЯЧЕЙКЕ),Context,ft,Transcription,Source
1,n,perewal,perewal;pereval,perewal,pass[R],,k'ɨb (early)      jiz (snow)      huʔu-r=a (4.go.IPFV-CVB=be)      man (???)      sentjabara-d (sempember.OBL-ATTR)      eχira-s (end.OBL-DAT)      haʔa-s (4.do-INF)      sezona-la (season.OBL-SUPER.EL)      k'ɨb (early)      jiz (snow)      luʁu-ne (fall-COND)      perewal (pass)      ʁiʁi-r (close.PFV-CVB)      raˤq-a (way-ERG)      a-diš-ma (be-NO-LIM)      hile (where)      q-iq'a-s-ɨ (RE-1.come.IPFV-INF-FUT)      samolet (airplane)      a-diš (be-NO)      wertolet (helicopter)      a-diš (be-NO),"В конце сентября остался раньше времени снег, дорога закрылась,  проехать не на чем - самолета нет, вертолета нет.","K'ɨb jiz huʔura sentjabarad eχiras haʔas sezonala k'ɨb jiz luʁune perewal ʁiʁir raˤqa adišma hile qiq'asɨ, samolet adiš, wertolet adiš.",kna_said02
1,adv,?,peʔ-dɨ=kal-dɨ,peʔ-dɨ=kal-dɨ,a.little-ATTR=SIMIL-ATTR,"у Алисултанова есть pet', такого нет. Это точно наречие, а не прилагательное? ТМ: не могу точно сказать, но вообще наречия ""мало, немного"" обычно довольно распространены",mi-biš-da=ka(?)=xwa (this-OBL.HPL-APUD.ESS=*=ADD)      χa-ma<b>a=xwa (ASIDE-remain<3>=ADD)      sa  (one)      he-mi-sa-d  (EMPH-this-MNR-ATTR)      sa  (one)      peʔ-dɨ=kal-dɨ  (a.little-ATTR=alike=ATTR)      su  (fried.flour(?))      χa-ma<b>a=xwa. (ASIDE-remain<3>=ADD),У них осталось всего лишь чуть-чуть жареной муки.,Мibišda=xa χamaba=xwa sa hemisad sa peʔdɨkaldɨ su χamaba=xwa.,kna_2018_17_gljh_1942latin
1,adj,pisdɨ,pis-dɨ,pis-dɨ,bad-ATTR,,ha-d (this-ATTR)      Belja (bela)      Qadar (quadar)      pis-dɨ (bad-ATTR)      sɨw (mountain)      w-iʔi (3-COP1)       ()      haj-e (this-LOC)      l-e<l>č'u-r (PV-<HPL>go.up.PFV-CVB)      du-ruʔu-ma (HPL-go.IPFV-LIM)       ()      sɨw-a (mountain-LOC)      ʁa-d-ɨrga-d (OUT-HPL-remain.IPFV-ATTR)      jil-dɨ-ʔi (each-ATTR-COP2)      mɨq'-di-χda (cold-OBL-POST)      haʔ (out.of)      jiši-r (1.become.PFV-CVB)      hajxɨ ()      dɨ-q'ɨrq'ɨ-n-bɨr (HPL-die.IPFV-NMLZ-PL)      ruʔu-r-i (1.become.IPFV-CVB-COP2)       (),"Беляа Кьадар -- жестокая гора, если туда поднимешься, пока пройдешь по этой горе, кто-то там остается навечно, там замерзают и умирают.","had belja q'adar pistɨ suw wiʔi, haje lelč'ur duruʔuma suwa ʁadɨrgad jildɨʔi mɨq'diχdɨ haj išir hajxɨ dɨq'irq'ɨmbɨr ruʔuri ",kna_muhammadshafi05_1_6_18latin
1,n,programma,programma,programma,curriculum[R],,hajzalaχɨ (???)      kučlid (???)      xur=χa (QUOT-ADD)      sa (one)      telebe (pupil)      ani  (be-CVB)      i (COP2)      xur=χa (QUOT-ADD)      telebe (pupil)      это ()      ученик ()      telebe (pupil)      a-ni (be-CVB)      mihdab (school)      telebe (pupil)      ha-nuw-a (that-OBL-ERG)      ǯubed (???)      dars-bɨr  (lesson-PL)      hɨwɨ-r=a-j (4.give.PFV-CVB=be)      huχu-r=a (1.say.PFV-CVB=be)      sa (one)      šešun (nothing)      programma (plan)      quga<d>gɨ-r (<4>miss.PFV-CVB)      a-diš (be-CVB)      i (COP2),"Один ученик был, лучше меня вел уроки, даже от программы не отстал.","hajzalaχɨ kučlid xurχa sa telebe ani i xurχa (телебе - это ученик) telebe ani i mixdab telebe, hanuwa ǯubed darsbɨr hɨwɨraj huχura sa šešun programma qugadgɨr adiš i.",kna_said02
1,v,аьргын,q-ä<r>gɨ-r-ne,q-ä<r>gɨ-r-ne,RE-<1>stay.PFV-CVB-COND,откуда ä? тут не kʲ- на самом деле преверб?,mi-now (this-OBL(ERG))      iχdɨled (story)      hɨʔɨ-r (4.do.PFV-CVB)      mi (this)      са (one)      üǯ (self)      h-uʔu-na (EMPH-up-there?)      q-ä<r>gɨ-r-ne (RE-<1>stay-IPFV-COND)      huχu-na (4.say.PFV-CVB)      mi (this)      rajano (administration)      qasɨ-r (listen-CVB)      qasɨ-r (listen-CVB),"Он рассказал, как остался там, райано слушал, слушал.",Minow iχdɨled hɨʔɨr mi sa üǯ huʔuna qärgɨrne huχuna mi rajano qasɨr qasɨr.,kna_said02
1,v,?,qarχɨˤ-r;q-a<r>χɨˤ-r,q-a<r>χɨˤ-r,RE-<1>leave.PFV-CVB,,woobchše (-) sa (one) kar (thing) h-ac'a-r-dɨš (1-know.ipfv-cvb-neg) () we-s (2pl.obl-dat) ǯ-ac'a-d-i-la-quʔ (neg-know.ipfv-atr-и-el-back) za (1sg.obl) we-kʷan (2pl.obl-comit) šiwi (what) haʔasdɨ (3-do.ifpv-inf-fut) () we-s (2pl.obl-dat) ǯ-ac'a-d (neg-know.ipfv-atr) za (1sg.obl) we (2pl) hi-ji-s i (that-obl.3-dat) χaˤr d-aʔa-s-dɨ (учить hpl-do.ipfv-inf-fut) () satɨ-r (leave.1.pfv*-cvb) qarχɨˤ-r (go.pfv.1-cvb),"-Вообще ничего не знает -- если вы сами не знаете, что я могу с вами (lit.) сделать? -- Если не сами не знаете, чему я вас научу? Оставил <его -- народ> и ушел.",--woobchše sa kar hac'ardiš --wes ǯac'adilaquʔ za wekʷan šiwi haʔasdɨ? --wes ǯac'ad za we hijis i χar daʔasdɨ satɨr qaˤrχɨr,kna_muzafer06
1,v,,q-aˤ<r>χɨˤ-r;q-a<r>χˤɨ-r,q-a<r>χˤɨ-r,RE-<2>leave.PFV-CVB,Действительно (как в словаре) нет в женском классе фарингализации на a?,q-aˤ<r>χɨˤ-r  (RE-<2>go.away.PFV-CVB)      xur  (QUOT)      nu  (but)      hileʔ=na  (where=INDEF.NEG)      q-aˤ<r>χɨˤ-r-ijden  (RE-<2>go.away.PFV-CVB-JDEN)      hac'a-r-diš  (4(?).know-CVB-NO)      xur  (QUOT)      šuw=na  (what=INDEF.NEG)      r-iši-r-ijden. (2-become.PFV-CVB-JDEN),"Ушла она, но не знаем куда, что с ней стало. ",q'aˤrχɨˤr xur nu hileʔna q'aˤrχɨˤrijden hac'ardiš xur šuwna riširijden,muhammad_shafi_4latin
1,v,,q-aˤ<r>χɨˤ-r-ijden;q-a<r>χˤɨ-r-i-jden,q-a<r>χˤɨ-r-i-jden,RE-<2>go.to.PFV-CVB-COP2-IRR,Действительно (как в словаре) нет в женском классе фарингализации на a?,q-aˤ<r>χɨˤ-r  (RE-<2>go.away.PFV-CVB)      xur  (QUOT)      nu  (but)      hileʔ=na  (where=INDEF.NEG)      q-aˤ<r>χɨˤ-r-ijden  (RE-<2>go.away.PFV-CVB-JDEN)      hac'a-r-diš  (4(?).know-CVB-NO)      xur  (QUOT)      šuw=na  (what=INDEF.NEG)      r-iši-r-ijden. (2-become.PFV-CVB-JDEN),"Ушла она, но не знаем куда, что с ней стало. ",q'aˤrχɨˤr xur nu hileʔna q'aˤrχɨˤrijden hac'ardiš xur šuwna riširijden,muhammad_shafi_4latin
1,v,hɨʔɨn,q-awa-r=a;q-a<w>a-r=a,q-a<w>a-r=a,RE-<3>do.PFV-CVB=be,,q'el (salt)      q'i<w>ɨχa-r=а (<3>add.IPFV-CVB=be)      ʁɨlɨʁm-ar (egg.OBL-PL)      q'-aʔa-r=a (RE-do.IPFV-CVB=be)      ǯar (sour.cream)      q-awa-r=a (RE-<3>do.PFV-CVB=be),"Соль добавляем, сметану и яйца добавляем.","q'el kiwɨχara, ʁɨlɨʁmal q'aʔara, ǯar qawara",kna_maisarat02.textgrid
1,v,?,qac'-a-r;q-ac'a-r,q-ac'a-r,RE-4.know.IPFV-CVB,"нужно проверить эту форму, по моим данным ipfv основа выглядит не так",war= ()      warl\i--ješ-is (rich-OBL.PL-DAT)      qac'-a-r  (know-IPFV-CVB)      diš-ij (NO-PST)      šuw  (what)      ha\?g-as-ijden (do-INF-CTRF)      Xaq'-as  (hold-INF)      ǯu (self.M)      j-uǯ (1-self.M)      ruu-r-d\i-š (go.IPFV-CVB-NO)      qušim-a-da (gang-OBL-ERG)      leš-us (take-INF)      ruu-r-d\i-š (go.IPFV-CVB-NO),"Богатые (сильные) не знали, что делать, не могут себя сдержать, даже армия не могла его взять","war= warl\i-ješis qac'ar dišij šuw ha\?gasijden Xaq'as ǯu juǯ ruurd\i-š, qušimada lešus ruurd\i-š ",Magomedshapi_Nina_glossed_23_07latin
7,v,hɨʔɨn,q-aʔa-r=a,q-aʔa-r=a,RE-do.IPFV-CVB=be,,uq'bɨr (grass-PL)      se<d>χa-d-ʲa-quʔ (<NPL>slice.IPFV-ATTR-IN.EL-BACKWARD)      haʔa-r=a (4.do.IPFV-CVB=be)      mi-d (that-ATTR)      tin-bɨr (ingredient)      q-aʔa-r=a (RE-do.IPFV-CVB=be)      sipɨl  (onion)      жарим ()      t'awɨr (???)      q-aʔa-r=a (RE-do.IPFV-CVB=be)      nise-bɨr (cheese-PL)      q-aʔa-r=a (RE-do.IPFV-CVB=be)      azuk'ai-d (quark-ATTR)      lɨzdi-k (dough.OBL-INTER.ESS)      q-aʔa-r=a (RE-do.IPFV-CVB=be)      q'el (соль)       ()      hɨga-r=a (1.want.IPFV-CVB=be)      hiši-ne (4.become.PFV-COND)      sa-sa-biše (one-one-???)      ʁɨlɨʁ (egg)      q'i<w>ɨχa-r=а (<3>add.IPFV-CVB=be)      bat'rana (beautifully)      jiši-n (4.become.PFV-NMLZ)      badanna (for)      lɨzɨd (dough)      heeg (pan)      w-urχa-ga (3-boil.IPFV-TEMP)      ara (INSIDE.ESS)      gɨrc-bɨr (varenik-PL)      q-aʔa-r=a (RE-do.IPFV-CVB=be)      sa-sa-biše (one-one-?)      ara (INSIDE.ESS)      хarad (butter)      q-aʔa-r=a (RE-do.IPFV-CVB=be)      sa-sa-biše (one-one-?)      huχulʲa (???)      izdɨ (my)      bala-skibiše (many-???)       ()      xɨleši-s (woman.OBL-DAT)      обычно ()      χaragwaj (ingredient)      hɨga-d-i (<4>want-ART-COP2)      sun-a (floar-IN.ESS)      χarad (butter)      q'i<w>ɨχa-r (<3>add.IPFV-CVB)      q-aʔa-r=a (RE-do.IPFV-CVB=be),"После того, как порежем, добавляем разные специи.Лук жaрим и добавляем.Творог добавляем.""В тесто добавляем соль, если кто хочет, добавляет яйцо, чтобы тесто хорошее получилось.""""Когда закипит, варениики бросaем.""""Кто хочет, добавляет масло, кто-то...""Раньше мнoгие женщины любили добавлять черную муку с маслом.","uq'bɨr sedχadʲaquʔ haʔara mid tinbɨr qaʔarasipɨl жарим t'awɨr qʲaʔaranisebɨr qaʔara azuk'aid""lɨzdik qaʔara q'el, hɨgara hišine sasabiše ʁɨlɨʁ q'iwɨχara bat'rana jišin badanna lɨzɨd""""heeg wurχaga, ara gɨrcbɨr qaʔara""""sasabiše ara χarad qaʔara, sasabiše""huχulʲa iχdɨ balaskibiše xɨlešis обычно χaragwaj hɨgadi suna χarad q'iwɨχar qaʔara.",kna_maisarat02.textgrid
1,v,haʔas,q-aʔa-s-diš,q-aʔa-s-diš,RE-4.do.IPFV-INF-NO,,haja (?)      mi (this)      ǯamaʔat-ije-ra (folk-obl-erg)      iǯilas-da (meeting-apud(lat))      решение ()      i-ʁ-ile-r=a (pv-pv-pull-cvb=be)       ()      mi-d (this-atr)      daχa-la (day-el)      qu-ʔ (back-lat)      ha-d (that-atr)      χɨ-dɨ-nuw-dɨ (?-atr-obl-atr)      χatir (offend)      a-d (be-atr)      q-aʔa-s-diš (re-do.ipfv-inf-no),"они собираются народом и обсуждают, что с этого дня они не будут обижать эту женщину",haja mi ǯamaˁʔatijera iǯilasda решение iʁilera mid daχala quʔ had xɨdɨnuwdɨ χatir ad haʔasdiš,180722_0090
1,v,?,q-i<b>xu-r=a,q-i<b>xu-r=a,RE-<3>appear.PFV-CVB=be,"Странное соглаосвание, по идее должно быть <d>",sa (one)      waχt-ij-e (time-obl-in(ess))      q-i<b>xu-r=a (re-<nhpl>come-cvb=be)      mij-e (here-all)      uble=xa (wolf.pl=add),в одно время появляются волки,sa waχtije qibxura mije ublexa,180722_0090
1,*(v post),,q-i<d>qɨ-dʲ-a-k-la-quʔ,q-i<d>q'ɨ-dʲ-a-k-la quʔ,RE<HPL>come.PFV-ATTR-IN.EL-SUB-EL after,"не понимаю, почему тут два элатива, это что вообще??",daʁɨstan-a (Daghestan-IN.EL)      miʔ (this)      q-i<d>qɨ-dʲ-a-k-la-quʔ (RE<HPL>come.PFV-ATTR-IN.EL-SUB-EL-backwards),После того как вернулись в Дагестан,daʁɨstana miʔ qidqɨdʲaklaquʔ,180724_0081_18-10-18
1,v,,q-i<d>q'ɨ-jne,q-i<d>q'ɨ-jne,RE-<APL>come.PFV-TEMP2,,()      ubli (wolf.pl.atr)      č'el (language)      w-ac'a-r=a (3-know.ipfv-cvb=be)      w-iši-r=a (3-become.pfv-cvb=be)      mi (this)      ublʲ-a (wolf.pl-erg)      q-i<d>q'ɨ-jne (re-<HPL>come.pfv-temp2)      mi (this)      riš-e-ra (girl-obl-erg)      eχtiled (tell)      haʔa-r=a (4.do.ipfv-cvb=be)      hemi-sa (this-mnr)      ʁarčekajne(?) ()      ji<d>q'ɨ-r=a-j (<HPL>come-cvb=be-pst)      ʁarčekan-eš-ik (hunter-obl.pl-inter(ess))      sa (one)      bɨtrɨ-d (be.beautiful-atr)      gada (guy)      k-i (inter-cop2)      za-s=xa (I.obl-dat=add)      begemiši (like)      wa-d (you.obl-apud(ess))      šuw (what)      ruxʷa-r=a (say.pfv-cvb=be)      ubl-i-da (wolf-obl-apud(ess)),"как вернулись волки, девушка рассказывает им, что пришли охотники и среди них был один красивый охотник, ему я приглянулась, и мне понравился он, что вы советуете, волк?",ubli č'el wac'ara wišira mi ublä qidq'ɨjne mi rɨšera eχtiled haʔara hemisa ʁarčekajne jidq'ɨraj ʁarčekanešik sa bɨtrɨd gada ki zasxa begemiši wad šuw ruxara ublida,180722_0090
1,v,,q-i<d>q'ɨ-jne,q-i<d>q'ɨ-jne,RE-<HPL>come.PFV-TEMP2,,()      ubli (wolf.pl.atr)      č'el (language)      w-ac'a-r=a (3-know.ipfv-cvb=be)      w-iši-r=a (3-become.pfv-cvb=be)      mi (this)      ublʲ-a (wolf.pl-erg)      q-i<d>q'ɨ-jne (re-<HPL>come.pfv-temp2)      mi (this)      riš-e-ra (girl-obl-erg)      eχtiled (tell)      haʔa-r=a (4.do.ipfv-cvb=be)      hemi-sa (this-mnr)      ʁarčekajne(?) ()      ji<d>q'ɨ-r=a-j (<HPL>come-cvb=be-pst)      ʁarčekan-eš-ik (hunter-obl.pl-inter(ess))      sa (one)      bɨtrɨ-d (be.beautiful-atr)      gada (guy)      k-i (inter-cop2)      za-s=xa (I.obl-dat=add)      begemiši (like)      wa-d (you.obl-apud(ess))      šuw (what)      ruxʷa-r=a (say.pfv-cvb=be)      ubl-i-da (wolf-obl-apud(ess)),"как вернулись волки, девушка рассказывает им, что пришли охотники и среди них был один красивый охотник, ему я приглянулась, и мне понравился он, что вы советуете, волк?",ubli č'el wac'ara wišira mi ublä qidq'ɨjne mi rɨšera eχtiled haʔara hemisa ʁarčekajne jidq'ɨraj ʁarčekanešik sa bɨtrɨd gada ki zasxa begemiši wad šuw ruxara ublida,180722_0090
3,v,?,qi<d>q'ɨ-r;q-i<d>q'ɨ-r,q-i<d>q'ɨ-r,RE-<4>bring.PFV-CVB,две омонимичные формы,armija (army)      majit (dead.body)      qi<d>q'ɨ-r (<4>RE-bring-CVB)      mori-j-a (sea-OBL-IN.ESS)      xili-r-xu-r (<1>drown.PFV-CVB),"Из армии тело привезли, утонул в море.","armija majit qidq'ɨr, morija xilirxur",180724_0081_18-10-18
3,v,?,qi<d>q'ɨ-r;q-i<d>q'ɨ-r,q-i<d>q'ɨ-r,RE-<HPL>bring.PFV-CVB,две омонимичные формы,armija (army)      majit (dead.body)      qi<d>q'ɨ-r (<4>RE-bring-CVB)      mori-j-a (sea-OBL-IN.ESS)      xili-r-xu-r (<1>drown.PFV-CVB),"Из армии тело привезли, утонул в море.","armija majit qidq'ɨr, morija xilirxur",180724_0081_18-10-18
1,v,hɨkɨs,q-idši-r;q-i<d>ši-r;qi<d>q'ɨ-r,q-i<d>ši-r,RE-<HPL>become.PFV-CVB,,()      jaʁmiš (meet)       q-idši-r (BACK-?-CVB)      kar  (thing)      hɨʔɨr (4.do.PFV-CVB)       (),"собрались, обсудили",jaʁmiškitšir karɨʔɨr,kna_muhammadshafi05_1_6_18latin
1,v,?,q'irq'-\i--r;q-i<r>q'ɨ-r,q-i<r>q'ɨ-r,RE-<1>come.PFV-CVB,,rak (door)      h-\i-\i--r (4-do.PFV-CVB)      ač\i-x (open)      h-\i-\i--r (4-do-CVB)      aʔ (inside)      q'irq'-\i--r (come-PFV-CVB)      salam (salam)      h-\i-w-\i--r (4-give-PFV-CVB)      x\i-d\i-l-now-us (woman-OBL-DAT),"Дверь открыла, открыла, он зашел. Поздоровался с женой","rak h\i-\i-r, ačix h\i-\i-r, aʔ q'irq'\i-r. salam h\i-w\i-r x\i-d\i-lnowus ",Magomedshapi_Nina_glossed_23_07latin
1,v,,q-i<r>ši-r,q-i<r>ši-r,RE-<2>become.PFV-CVB,q-i<r>iši-r?,"   haj-a  (there-EL)      quʔ  (after)      q'uˤn-dɨ - (two-ATTR)      xib-dɨ  (three-ATTR)      waz-ɨ-ra  (month-OBL-ERG(?))      je-kwan  (we-COM)      q-i<r>ši-r  (RE-<2>become.PFV-CVB)      xur,  (QUOT)      ǯibra  (following(?))      xɨdɨl-dɨ... (woman-ATTR)   ","После этого два-три месяца с ними она ещё была, сказали;потом женщина...","haja quʔ q'uˤndɨ-xibdɨ wazɨra jekwan qiršir xur, ǯibra xɨdɨldɨ ",muhammad_shafi_4latin
1,v,qiles,q-ile-r=a-diš=xa,q-ile-r=a-diš=xa,RE-4.eat.IPFV-CVB=be-NO=ADD,,waχt-bɨr (time-pl)      saʔat-bɨr (hour-pl)      l-itxu-r=a (pv-pass-cvb=be)      insan-a-ra (person-obl-erg)      mal (cattle)      ɢe<q>i<b>tɨ-r (<re><apl>let.go-cvb)      dawar (cow)      gi<l>tɨ-r (<hpl>pet-cvb)      hɨga-r=a (4.want-cvb=be)      ʁa-ʔ (out-lat)      higa=xa (chase.imp=add)      hɨga-r=a (4.want-cvb=be)      dam-ɨ-d (forest-obl-atr)      jiq'-a-d (middle-obl-atr)      χuda (?)      adga=xa (leave.imp=add)      q-ile-r=a-diš=xa (re-eat-cvb=be-no=add),"летит время, часы, и люди заново скот заводят, коров, то же заводят, куда хотите отпускайте, если хотите в середину леса, волки снова их не едят",waχtbɨr saʔatbɨr litxurxa insanara mal ɢeqibtɨr dawar giltɨr hɨgara ʁaʔ higa xurxa hɨgara damɨd jiq'ad χuda adgaxa qileradiš xurxa,180722_0090
1,v,jirq'in,q-iq'a-s,q-iq'a-s,RE-1.come.IPFV-INF,,mi (this)      maˤʔlim-a (teacher-?)       ()      huxun (1.say.IPFV-CVB)      mi-ja (here-EL)      Mɨˤχa-di-la (Rutul-OBL-SUPER.EL)      ʁ-uʔu (EMPH-up)      Azerbajǯan-a (Azerbajdzhan-IN.ESS)      raˤq (way)      ǯike (short)      w-iʔi (3-COP1)      hajwana-kan (horse.OBL-COMT)      hɨχɨ-r (4.go.PFV-CVB)      q-iq'a-s (RE-1.come-INF)      xur (QUOT)      jiši-r (4.become.PFV-CVB)      a-ni (be-CVB)      или ()      jiʁ (day)      laχara (stay-CVB=be),"Учитель говорит, что в Азербайджан дорога ближе, чем в Рутул, на лошади туда-назад быстро можно или там остаться можно.",Mi maˤʔlima huxur Mɨˤχadila ʁuʔu Azerbajǯana raˤq ǯike wiʔi hajwanakan hɨχɨr qiq'as xur jišir или jiʁ laχara.,kna_said02
1,v,jiq'ɨn,q-iq'a-s-ɨ;q-iq'a-s-\i-,q-iq'a-s-ɨ,RE-1.come.IPFV-INF-FUT,,k'ɨb (early)      jiz (snow)      huʔu-r=a (4.go.IPFV-CVB=be)      man (???)      sentjabara-d (sempember.OBL-ATTR)      eχira-s (end.OBL-DAT)      haʔa-s (4.do-INF)      sezona-la (season.OBL-SUPER.EL)      k'ɨb (early)      jiz (snow)      luʁu-ne (fall-COND)      perewal (pass)      ʁiʁi-r (close.PFV-CVB)      raˤq-a (way-ERG)      a-diš-ma (be-NO-LIM)      hile (where)      q-iq'a-s-ɨ (RE-1.come.IPFV-INF-FUT)      samolet (airplane)      a-diš (be-NO)      wertolet (helicopter)      a-diš (be-NO),"В конце сентября остался раньше времени снег, дорога закрылась,  проехать не на чем - самолета нет, вертолета нет.","K'ɨb jiz huʔura sentjabarad eχiras haʔas sezonala k'ɨb jiz luʁune perewal ʁiʁir raˤqa adišma hile qiq'asɨ, samolet adiš, wertolet adiš.",kna_said02
